pron,offset
cung2 sit6 zau1 loi2,4825091
hau3 sau1,4834304
ciam1 kat6,4839233
but5 si1 yau4,4844058
cu4 gi3 mau2,4852435
su4 teu2,4859349
vu2 yi1 vui2 sang1,4864696
da3 cung1 fung1,4872133
vun2 zung3,4878316
du1 m1 co4,4885544
cung2 loi2 du1,4893503
tien4 gai3 tien4 yung2,4901462
ciam2 zit5,4911720
yiu1 fan1,4916649
dong4 teu4 min2,4921474
hau3 sau3 ko3,4927866
kiong2 za3,4934676
zui4 heu4 yit5 cu4,4939605
ngui2 cung4 piang4 ngin2,4946728
kiu4 hau3,4953433
sun2 suk6,4957631
ngia3 zak5,4962665
bak6 leu3,4967699
han4 tin4 cu2,4972733
but5 gok5,4980797
yim3 sit6,4984786
yong1 fu3 vui2 fam4,4989924
but5 sin1 ki2 fan2,4996525
tin4 hiong4,5005216
dong1 vu4 zu1 gip5,5010041
yi1 vui2 li3,5018105
don3 miang4 zung3,5025751
yung2 zai3,5033083
zon4 sin1,5038743
vu2 cung2 ki1 kau3,5044508
ci1 ma1 gin1,5053094
ngiu2 gu1,5059486
ngo1 hau3 su4,5066296
gu1 zong3 lan2 min2,5073524
but5 vui2 yi4,5083155
do1 si3,5090487
tiau4 zon3,5096043
vu2 gan4,5101286
tien4 ca1 zam4,5106842
liong1 diam3,5113025
zu1 zit5 pin2 yung2,5117536
min2 cin1,5128316
m1 den3 su3,5135126
piau1 liu2 za3,5142667
gam4 gong1,5150731
to1 ca1,5156391
ki4 ca1,5161320
cot5 ba3 hi4,5166667
vu1 bu4,5172536
tem2 zai3,5177779
but5 nga3 gon1,5183439
yin1 m1 yin1 goi1,5189413
li3 kiong2,5199671
zau3 cok6,5205122
zia3 po2,5209842
sam1 bak5 yit5 sip6,5215607
co4 lien2,5224716
hau3 yim3,5229018
zau1 lan4,5234678
tung2 yit5 gan1,5239712
tai4 pien4,5247671
la1 det5 tung1,5251869
tai4 kiu1,5258052
gui3 du1 pa4,5262981
hau3 do1 cien2,5269059
sam1 gi4,5276078
ok5 si3,5281007
miong3 lok6 sin2 yin3,5286145
gin1 bu4,5295672
gim1 ba1 li4 tau4,5300706
sip6 zung1,5308352
vui4 liau3,5314221
soi4 ca1 siu3,5318210
hau3 dai1,5324706
siet5 zung1 sung4 tan4,5329008
gan4 tiap6,5336131
ce2 zeu4,5340120
hiet5 ngiuk5 siong1 lien2,5345467
hau3 si1,5351859
gui3 da3,5356893
cong2 si2,5360986
zung4 cu3,5366751
gon1 tong2 ki1,5371680
yit5 tiau2 pung4,5378490
din3 yung4,5385927
con2 mun4,5390543
ca3 pi4 hon2,5395681
ca1 tien1 kiung4 ti4,5401864
hau3 fong1 pien4,5409510
cong2 gon1,5415797
zon4 go4 teu2,5422398
ki1 san4,5431089
gai3 lam4,5436436
goi1 ngam1 ha1,5441052
san1 set5,5448280
co4 gai4,5453627
go4 tu4,5458556
ai1 yo3,5462545
mai4 miang4,5467161
mak6 dong1 dong1,5472717
ce2 sang1,5479736
hang2 li3 yen2,5486337
cung4 yau4,5495028
zin1 siong4 tai4 pak6,5499121
song4 den3,5506140
zun1 hang2,5510651
suk5 sit6,5516102
zen1 ngiuk6 sin2,5520718
da3 git5,5528886
tai4 sau4,5533084
lo2 gang1,5537177
tu3 sang1 tu3 zong3,5542524
tien4 va4 sien4,5551633
ya4 but5 bi4 fu4,5557920
cung2 but5,5565252
pi4 bit5,5570286
cin1 zung1,5574588
geu3 zai3,5582234
teu2 ho2,5587163
siu1 tau4 su4,5592092
tai4 zi4,5598588
cien2 cien2 heu4 heu4,5603204
gau3 bun3,5612731
tai4 tiau2 tau4 li1,5617660
goi3 zin4,5626455
min4 su4,5631489
pin2 heu2,5636940
tai4 hak5 ca1,5644481
con2 gam3,5650977
zu3 da3,5656742
geu3 gu3,5661880
gung1 tuk6,5668585
fam4 lan4,5672678
van4 ki3,5677607
sam1 gung1,5682223
zeu3 vui2 song4 cok6,5689346
pin2 vun3,5696260
pin2 fuk6,5701189
su1 gi1,5705178
liong1 ha4,5710525
kiong2 hong4,5715454
si4 tin4,5720174
zit5 oi4,5724685
li4 zu3,5728569
hiet5 zung4 tuk6,5733916
fo3 sui3,5738950
liong1 po2 sun1,5745028
ca1 mui1,5753510
doi4 ham3,5759275
gong3 hau3,5763682
siong1 dong1,5768193
du1 he4 yau4,5773540
ngai2 tai4 m1 go4 gi2,5781604
li2 gan4,5791026
giu3 co4,5797104
giu4 fu4 ca1,5801929
kiut5 zit5,5809470
bui1 tiap6,5813354
zin4 yau4,5816925
song4 gau1,5821436
zin4 ngi4 dong3,5826470
teu2 hong2,5833489
vui1 fung1,5838418
zung1 si4,5843138
vu2 det5 gai3,5848276
dang3 den1,5854041
go4 zai3,5858239
yong1 lok6 do1,5863064
tit6 da3,5868411
sin2 fun1,5873236
gau3 zu3,5879419
bo1 da3,5884348
hau2 kiong2,5888755
ngien2 hang2,5893893
heu4 tu4,5900285
hau3 m1 hau3 siau4,5904587
lau3 bak5 teu2,5913905
dam3 zien1 sim1 giang1,5919565
pin2 go4,5930868
ti3 cung1 ge4,5936215
liong1 ba3,5942084
sang1 pin2 su4 zit5,5947118
ngiu2 vu1 yin2,5955391
giang1 si3,5962410
ngi4 lan4,5967757
li2 lam2,5973104
liong1 von3,5978973
liong1 sam1 cong2,5983589
gi3 cung2 yok6 kiang1,5990399
gong3 ha4 gong3 ha4,5999194
sam1 tuk6,6006108
sui3 gon1,6011768
gon1 sui3,6017324
pok5 ha4 to1,6023089
pin3 zung3,6031048
gai1 ma2,6038276
pin2 tan3,6043101
ko3 lok6,6048030
het6 dui4,6051914
za1 gin3 ca1,6056321
zin4 dong4,6065221
